Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
El Dorado 15years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0713_Pid767AESroRJiJfc-small.jpg,KKdgFjkABzmvLPWiw,KKdgFjkABzmvLPWiw,1327,El Dorado 15years (0.7l),21109,Fl,fl,Fl,,0.7l,0.7
El Dorado 21years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0714_Sf9MFDZypSTrEcibs-small.jpg,RdShF7KKpxhWAdvs8,RdShF7KKpxhWAdvs8,1328,El Dorado 21years (0.7l),21110,Fl,fl,Fl,,0.7l,0.7
El Ron Prohibido Silver (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0714_AEFkLW3qEcRvcjB2h-small.jpg,x34MqMvZ9acwJDhbZ,x34MqMvZ9acwJDhbZ,1331,El Ron Prohibido Silver (0.7l),21147,Fl,fl,Fl,,0.7l,0.7
Eminente Ambar Claro 3 J. (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1349_CiWfKPBfoi6nHezJz-small.jpg,YNAKF6ENH2y6ovgWY,YNAKF6ENH2y6ovgWY,1363,Eminente Ambar Claro 3 J. (0.7l),21149,Fl,fl,Fl,,0.7l,0.7
Eminente Reserva 7 J. (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1349_XSF2tm34ESMwymsDP-small.jpg,7JoDAZBEQYx6zcrhw,7JoDAZBEQYx6zcrhw,1364,Eminente Reserva 7 J. (0.7l),21145,Fl,fl,Fl,,0.7l,0.7
"Flor de Cana Centenario 12 Jahre 0,7l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0718_3DPgfG433zdEzQwRy-small.jpg,Z7eYJPCiyKD578i23,Z7eYJPCiyKD578i23,1490,"Flor de Cana Centenario 12 Jahre 0,7l",21158,Flasche,flasche,Flasche,,"0,7l",0.7
Gold of Mauritius Solera 5 (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230210-0501_SGJ3MsBGXHNLCicZk-small.jpg,TmnNgKT2M4ASevtyF,TmnNgKT2M4ASevtyF,1815,Gold of Mauritius Solera 5 (0.7l),21140,Fl,fl,Fl,,0.7l,0.7
Gosling's 151 Proof (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0718_GJyHv5n5pnkqMxkk6-small.jpg,5CshKf2h9FSC3yDeJ,5CshKf2h9FSC3yDeJ,1851,Gosling's 151 Proof (0.7l),21055,Fl,fl,Fl,,0.7l,0.7
Gosling's Black Seal (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220818-0437_mccHoPjYpQgx3YJ53-small.jpg,kxjKPAD7fAKCdrwmh,kxjKPAD7fAKCdrwmh,1852,Gosling's Black Seal (0.7l),21053,Fl,fl,Fl,,0.7l,0.7
Gosling's Gold Seal (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0800_xGn4JwyQQhPKKyg5J-small.jpg,WxfDPkFNB2RwMQTiG,WxfDPkFNB2RwMQTiG,1853,Gosling's Gold Seal (0.7l),21054,Fl,fl,Fl,,0.7l,0.7
Gosling's Old Rum Family Reserve (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0801_BMhdkTswWeccLYNPe-small.jpg,ZN44kqZKSeEZNYsBH,ZN44kqZKSeEZNYsBH,1854,Gosling's Old Rum Family Reserve (0.7l),21056,Fl,fl,Fl,,0.7l,0.7
Havana Club 3 Jahre (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1110_TP7Rr3rSiZhWapGR9-small.jpg,kdbzGT28RGyTWwTDN,kdbzGT28RGyTWwTDN,2022,Havana Club 3 Jahre (0.7l),21001,Fl,fl,Fl,,0.7l,0.7
Havana Club 3 Jahre (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220602-1111_4yWJ2Er9Jv5Bp3NtP-small.jpg,34fNxLXemCipdWXaG,34fNxLXemCipdWXaG,2023,Havana Club 3 Jahre (1l),21002,Fl,fl,Fl,,1l,1
Havana Club 3 Jahre (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0801_faqSBsX8LCNKbsmFM-small.jpg,QoHwkGmXiAqdyBzNZ,QoHwkGmXiAqdyBzNZ,2024,Havana Club 3 Jahre (3l),21003,Fl,fl,Fl,,3l,3
Havana Club 7 Jahre (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220608-1136_3fFCgm45n4AzSkPd9-small.jpg,os6q588PBYcouhrRZ,os6q588PBYcouhrRZ,2025,Havana Club 7 Jahre (0.7l),21004,Fl,fl,Fl,,0.7l,0.7
Havana Club 7 Jahre (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0802_e7ziKPTr6qu5ENB3M-small.jpg,zDxCSDemwh5ewJF5m,zDxCSDemwh5ewJF5m,2026,Havana Club 7 Jahre (3l),21005,Fl,fl,Fl,,3l,3
Havana Club Anejo Especial (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0802_AfnZhhkTXsumQnz2A-small.jpg,W224c4BxF4eHRz5LF,W224c4BxF4eHRz5LF,2027,Havana Club Anejo Especial (0.7l),21130,Fl,fl,Fl,,0.7l,0.7
Havana Club Maximo (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230503-0803_QnQHpNHQAMdPtwcuE-small.jpg,Z6eXh3SJkLGXFZerg,Z6eXh3SJkLGXFZerg,2028,Havana Club Maximo (0.5l),21008,Fl,fl,Fl,,0.5l,0.5
