Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
Burkhardt Traube weiß 1l,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230118-1501_d8EmNu6NYXWPNKiJa-small.jpg,Hzzudt9SL4Lm3kjth,Hzzudt9SL4Lm3kjth,735,Burkhardt Traube weiß 1l,22210,Kiste,kiste,Kiste,,1l,1
Burkhardt Zitrone (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0917_rayACDcvfHuvmQD5o-small.jpg,3ixgNQAXww4DRhiom,3ixgNQAXww4DRhiom,736,Burkhardt Zitrone (1l),22190,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt schwarze Johannisbeere (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231123-1148_wuqyFvAyvMwupL9LN-small.jpeg,wReFWhHBYwZce3oc6,wReFWhHBYwZce3oc6,737,Burkhardt schwarze Johannisbeere (6x1l),22229,Kiste,kiste,Kiste,,1l,1
Dietz Ananas (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1434_SjPhav5CYdXgJs6Px-small.jpeg,,,,,,,,,,,
Dietz Mango (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1442_G432DWr2tEFT5gaTs-small.jpeg,,,,,,,,,,,
Dietz Maracuja (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1427_C6SFGgeiEdkJb7sJw-small.jpeg,,,,,,,,,,,
Dietz Sauerkirsch (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-0943_jABJc5ApLs89yCzHm-small.jpeg,,,,,,,,,,,
Dietz Traube rot (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1430_PnYFt6LGRn6NNrkMD-small.jpeg,,,,,,,,,,,
Dietz schwarze Johannisbeere (6x1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240517-1446_heHScdmsRnuK3Lf4u-small.jpeg,,,,,,,,,,,
Granini Ananas (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221128-1840_zq4RYqvuoGxtsAPG4-small.jpg,Lc9RBgww6AjcG7zL7,Lc9RBgww6AjcG7zL7,1867,Granini Ananas (1l),22092,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Apfel klar (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1058_DjAJMiFMJ7zbyBnAR-small.png,dsvDw5N7rmJRQjuvF,dsvDw5N7rmJRQjuvF,1868,Granini Apfel klar (0.2l),22098,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Apfel klar (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1059_FvbhFKzYDP4xCbCeK-small.png,KozNXyvshZWGQ5nv9,KozNXyvshZWGQ5nv9,1869,Granini Apfel klar (1l),22086,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Apfel trüb (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230108-1739_GHtPzEr24kmAzWDiJ-small.jpg,pSEfATPqdvAd2tend,pSEfATPqdvAd2tend,1870,Granini Apfel trüb (1l),22120,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Banane (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1059_gp8eKAPfRRDvMb7sA-small.png,rsXTTrXvK63bMsbXW,rsXTTrXvK63bMsbXW,1871,Granini Banane (0.2l),22121,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Banane (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1059_X78aQGpFXDxoZrX33-small.jpg,XW3kqkT8fz4LdNWS5,XW3kqkT8fz4LdNWS5,1872,Granini Banane (1l),22093,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Cranberry (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221128-1925_7dueLsfbuTsKRtEB3-small.jpg,q9WRAR8Bp37M3Dmk9,q9WRAR8Bp37M3Dmk9,1873,Granini Cranberry (1l),22094,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Erdbeere (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221219-2012_wF4yi8XAxbfNFBLwT-small.jpg,XFH349k7Qq95aaLec,XFH349k7Qq95aaLec,1876,Granini Erdbeere (0.2l),22100,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Erdbeere (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0918_3Ys4Bkcqsq7KMnZFr-small.jpg,Fu6zw8HiLYGgxWRB8,Fu6zw8HiLYGgxWRB8,1877,Granini Erdbeere (1l),22091,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
"Granini Guave-Drachenfrucht (1,0L)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-1321_EPGGjpqkYKomypSt4-small.jpeg,iFMR69ZhoAtA5D2c3,iFMR69ZhoAtA5D2c3,1878,"Granini Guave-Drachenfrucht (1,0L)",22220,Kiste,kiste-,Kiste,,"1,0L",1.0
Granini Johannisbeere (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0919_mbzNvShgRCFEFqBt7-small.jpg,XDWCPdKwfgXA2cCNK,XDWCPdKwfgXA2cCNK,1879,Granini Johannisbeere (1l),22095,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Kirsche (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0919_dhtgjYhe3iQsTyDSG-small.jpg,AuNiy575NiN3fWc93,AuNiy575NiN3fWc93,1880,Granini Kirsche (1l),22097,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Kirschnektar (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0919_EPMD6P9LPiMromS6Q-small.jpg,BoDjH7uzDmF2KHeGw,BoDjH7uzDmF2KHeGw,1881,Granini Kirschnektar (0.2l),22101,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Mai Tai (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231123-1148_4ocqHe7SvKQAksurs-small.jpeg,aFWjSqfLqpuupawB9,aFWjSqfLqpuupawB9,1882,Granini Mai Tai (1l),22225,Ki (6 FL),ki,Ki (6 FL),,1l,1
Granini Mango (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0919_vLkuKzTnmz7nMco2L-small.jpg,HNC6zNXxn5zWnwpRD,HNC6zNXxn5zWnwpRD,1883,Granini Mango (1l),22096,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Maracuja (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221128-1841_RrN8qJNwhXv3gJNur-small.jpg,HLAShfJAzMacg3byo,HLAShfJAzMacg3byo,1884,Granini Maracuja (1l),22090,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Mojito (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231123-1148_dhW57w28PyJBKiSGj-small.jpeg,G2BSCNkuRzox9c7kR,G2BSCNkuRzox9c7kR,1886,Granini Mojito (1l),22226,Ki (6 Fl),ki,Ki (6 Fl),,1l,1
Granini Multivitamin (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0920_vZuzeDC7AG6zQxxwg-small.png,AneQF7ufFEQqYRopD,AneQF7ufFEQqYRopD,1887,Granini Multivitamin (0.2l),22102,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Multivitamin (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0920_A9qyWWwejc8Gyau45-small.jpg,5DncsbBWLdqwYLgRa,5DncsbBWLdqwYLgRa,1888,Granini Multivitamin (1l),22088,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Multivitaminsaft Dispenser (10l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0920_tJihFa9JNqcyAwERr-small.png,54buSFwFPfZanuke3,54buSFwFPfZanuke3,1889,Granini Multivitaminsaft Dispenser (10l),22085,Krt,krt,Krt,,10l,10
Granini Orange (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0920_9MDFLhwM2EAtLbKXk-small.jpg,fQz8JcfxxQ6psNBJN,fQz8JcfxxQ6psNBJN,1890,Granini Orange (0.2l),22099,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Orange (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230108-1739_cDa5vYFXkihY38RGo-small.jpg,AuBXt4pcXz7dz8yFQ,AuBXt4pcXz7dz8yFQ,1891,Granini Orange (1l),22089,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Granini Orangensaft Dispenser (10l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0921_ui7N3fFbyKhk6c9Wx-small.jpg,ud78u7E5vqnemeew3,ud78u7E5vqnemeew3,1892,Granini Orangensaft Dispenser (10l),22084,Krt,krt,Krt,,10l,10
Granini Pfirsich (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1052_BafX4pqT33o5G9MWZ-small.png,f9taA5qLPQnDJkCwj,f9taA5qLPQnDJkCwj,1893,Granini Pfirsich (0.2l),22122,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Granini Pfirsich (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230108-1740_tSagqpKh5aubfhYej-small.jpg,cm9ByJKdv9GkwpT3h,cm9ByJKdv9GkwpT3h,1894,Granini Pfirsich (1l),22118,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
