"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Desi Kneipe GbR";"Mi., 19.11.25 19:38";"Mi., 19.11.25";"19:38";"13372-250038067";"Do., 20.11.25";"13";""
"Hardtherzlich";"Mi., 19.11.25 19:11";"Mi., 19.11.25";"19:11";"12741-250038066";"Do., 20.11.25";"4";""
"OI";"Mi., 19.11.25 18:49";"Mi., 19.11.25";"18:49";"10408-250038065";"Do., 20.11.25";"19";""
"Die Küche GbR";"Mi., 19.11.25 18:34";"Mi., 19.11.25";"18:34";"12839-250038064";"Fr., 21.11.25";"10";""
"Cucina Italiana";"Mi., 19.11.25 18:22";"Mi., 19.11.25";"18:22";"12306-250038063";"Do., 20.11.25";"3";""
"BLOK";"Mi., 19.11.25 18:09";"Mi., 19.11.25";"18:09";"10410-250038062";"Do., 20.11.25";"22";""
"Ferdin Catering GmbH Standort: Stadhalle Fürth";"Mi., 19.11.25 18:07";"Mi., 19.11.25";"18:07";"12735-250038061";"Do., 20.11.25";"6";""
"Grüner Baum Fürth GmbH";"Mi., 19.11.25 17:56";"Mi., 19.11.25";"17:56";"12362-250038060";"Do., 20.11.25";"7";""
"Mono Bar";"Mi., 19.11.25 17:14";"Mi., 19.11.25";"17:14";"10189-250038059";"Do., 20.11.25";"11";""
"Altstädter Schießhaus GmbH";"Mi., 19.11.25 17:13";"Mi., 19.11.25";"17:13";"12427-250038058";"Do., 20.11.25";"5";""
"ABF-Apotheke";"Mi., 19.11.25 16:47";"Mi., 19.11.25";"16:47";"12582-250038057";"Do., 20.11.25";"1";""
"Stadtparkcafé Fürth";"Mi., 19.11.25 16:45";"Mi., 19.11.25";"16:45";"10283-250038056";"Do., 20.11.25";"12";""
"Café Schnepperschütz";"Mi., 19.11.25 16:28";"Mi., 19.11.25";"16:28";"10056-250038055";"Sa., 22.11.25";"10";""
