"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Café Schnepperschütz";"Mi., 19.11.25 16:28";"Mi., 19.11.25";"16:28";"10056-250038055";"Sa., 22.11.25";"10";""
"Schmidt & Wilfing GmbH";"Mi., 19.11.25 16:23";"Mi., 19.11.25";"16:23";"12673-250038054";"Mo., 24.11.25";"5";""
"adesso SE";"Mi., 19.11.25 16:15";"Mi., 19.11.25";"16:15";"13204-250038053";"Do., 20.11.25";"8";""
"BUNI Kultur- und Freizeittreff";"Mi., 19.11.25 16:14";"Mi., 19.11.25";"16:14";"10881-250038052";"Fr., 21.11.25";"14";""
"La Tapa & Sushi";"Mi., 19.11.25 16:12";"Mi., 19.11.25";"16:12";"14071-250038051";"Do., 20.11.25";"31";""
"Caffé Fatal";"Mi., 19.11.25 15:26";"Mi., 19.11.25";"15:26";"13254-250038050";"Do., 20.11.25";"7";""
"RAU, SCHNECK & HÜBNER";"Mi., 19.11.25 15:09";"Mi., 19.11.25";"15:09";"10860-250038049";"Do., 20.11.25";"5";""
"Muu Korean Kitchen";"Mi., 19.11.25 15:03";"Mi., 19.11.25";"15:03";"13486-250038048";"Do., 20.11.25";"3";""
"Alexander Russ (deins und meins)";"Mi., 19.11.25 14:54";"Mi., 19.11.25";"14:54";"10821-250038047";"Do., 20.11.25";"8";""
"DP Steuerberatungsgesellschaft";"Mi., 19.11.25 13:44";"Mi., 19.11.25";"13:44";"13230-250038046";"Mo., 24.11.25";"3";""
"Friseur El-Classico";"Mi., 19.11.25 13:43";"Mi., 19.11.25";"13:43";"13159-250038045";"Do., 20.11.25";"2";""
"valantic people GmbH";"Mi., 19.11.25 13:43";"Mi., 19.11.25";"13:43";"12807-250038044";"Mi., 26.11.25";"5";""
"Katz GmbHCo. KG";"Mi., 19.11.25 13:41";"Mi., 19.11.25";"13:41";"13294-250038043";"Do., 20.11.25";"27";""
"Burgerheart Erlangen GmbH";"Mi., 19.11.25 13:28";"Mi., 19.11.25";"13:28";"11446-250038042";"Do., 20.11.25";"8";""
"CuraMed-Tagesklinik Nürnberg";"Mi., 19.11.25 13:15";"Mi., 19.11.25";"13:15";"12877-250038041";"Do., 20.11.25";"4";""
"Kinderhaus Nürnberg gGmbH";"Mi., 19.11.25 13:10";"Mi., 19.11.25";"13:10";"13297-250038040";"Do., 20.11.25";"2";""
"BASECOFFEE Würzburg GmbH";"Mi., 19.11.25 12:26";"Mi., 19.11.25";"12:26";"12967-250038039";"Do., 20.11.25";"16";""
"Bäckerei Feihl - Filiale Nbg HBF";"Mi., 19.11.25 12:25";"Mi., 19.11.25";"12:25";"13759-250038038";"Do., 20.11.25";"5";""
"Yoghurt Bar";"Mi., 19.11.25 12:22";"Mi., 19.11.25";"12:22";"12791-250038037";"Do., 20.11.25";"11";""
"ABF-Apotheke";"Mi., 19.11.25 12:21";"Mi., 19.11.25";"12:21";"12544-250038036";"Do., 20.11.25";"1";""
"Exasol AG";"Mi., 19.11.25 12:09";"Mi., 19.11.25";"12:09";"13265-250038035";"Do., 20.11.25";"8";""
"Schuler GmbH";"Mi., 19.11.25 12:05";"Mi., 19.11.25";"12:05";"11500-250038034";"Do., 20.11.25";"5";""
"DI SIMO - CAFFÉ E VINI GmbH";"Mi., 19.11.25 11:53";"Mi., 19.11.25";"11:53";"11127-250038033";"Fr., 21.11.25";"14";""
"Ringhotel Loew's Merkur";"Mi., 19.11.25 11:53";"Mi., 19.11.25";"11:53";"10901-250038032";"Do., 20.11.25";"1";""
"Ringhotel Loew's Merkur";"Mi., 19.11.25 11:51";"Mi., 19.11.25";"11:51";"10901-250038031";"Do., 20.11.25";"23";""
"Kiosk am Scherbsgraben";"Mi., 19.11.25 11:50";"Mi., 19.11.25";"11:50";"12406-250038030";"Do., 20.11.25";"1";""
"KPMG";"Mi., 19.11.25 11:43";"Mi., 19.11.25";"11:43";"13552-250038029";"Do., 20.11.25";"4";""
"Kostbar";"Mi., 19.11.25 11:40";"Mi., 19.11.25";"11:40";"11079-250038028";"Do., 20.11.25";"9";""
"Viertel";"Mi., 19.11.25 11:36";"Mi., 19.11.25";"11:36";"13103-250038027";"Do., 20.11.25";"13";""
"2N Kurse GbR - Josphsplatz";"Mi., 19.11.25 11:20";"Mi., 19.11.25";"11:20";"13921-250038026";"Do., 20.11.25";"4";""
"AMM GmbH & Co. KG Spedition";"Mi., 19.11.25 11:18";"Mi., 19.11.25";"11:18";"13188-250038025";"Do., 20.11.25";"5";""
"Unique Personalservice GmbH";"Mi., 19.11.25 11:16";"Mi., 19.11.25";"11:16";"12263-250038024";"Do., 20.11.25";"5";""
"Thieme Compliance GmbH";"Mi., 19.11.25 11:15";"Mi., 19.11.25";"11:15";"12904-250038023";"Do., 20.11.25";"3";""
"Elisee Klinik Nürnberg GmbH";"Mi., 19.11.25 11:14";"Mi., 19.11.25";"11:14";"10931-250038022";"Do., 20.11.25";"11";""
"Alexa Segeta";"Mi., 19.11.25 11:07";"Mi., 19.11.25";"11:07";"13262-250038021";"Di., 25.11.25";"4";""
"Kanzlei Müller-Heydenreich Bierbach & Kollegen";"Mi., 19.11.25 11:06";"Mi., 19.11.25";"11:06";"13326-250038020";"Mo., 24.11.25";"7";""
"Niu - asian café";"Mi., 19.11.25 10:50";"Mi., 19.11.25";"10:50";"10374-250038019";"Fr., 21.11.25";"6";""
"KoKoNo GmbH";"Mi., 19.11.25 10:26";"Mi., 19.11.25";"10:26";"10689-250038018";"Do., 20.11.25";"4";""
"cin cin Bistro & Bar";"Mi., 19.11.25 10:01";"Mi., 19.11.25";"10:01";"12737-250038017";"Do., 20.11.25";"4";""
"Seg and the City";"Mi., 19.11.25 09:48";"Mi., 19.11.25";"09:48";"12514-250038016";"Do., 20.11.25";"1";""
"Kanzlei Friebe";"Mi., 19.11.25 09:48";"Mi., 19.11.25";"09:48";"13422-250038015";"Do., 20.11.25";"3";""
"Kanzlei Friebe";"Mi., 19.11.25 09:48";"Mi., 19.11.25";"09:48";"13422-250038014";"Do., 20.11.25";"3";""
"Lebenshilfe Nürnberg e.V.";"Mi., 19.11.25 09:26";"Mi., 19.11.25";"09:26";"12579-250038013";"Do., 20.11.25";"6";""
"Nelson";"Mi., 19.11.25 08:52";"Mi., 19.11.25";"08:52";"10425-250038012";"Do., 20.11.25";"15";""
"Hellmann Worldwide Logistics Contract";"Mi., 19.11.25 08:43";"Mi., 19.11.25";"08:43";"13570-250038011";"Do., 20.11.25";"3";""
"Keepers and Cooks GmbH Event in Haus";"Mi., 19.11.25 08:14";"Mi., 19.11.25";"08:14";"12122-250038010";"Fr., 21.11.25";"10";""
"Keepers and Cooks GmbH Event in Haus";"Mi., 19.11.25 08:08";"Mi., 19.11.25";"08:08";"12122-250038009";"Fr., 21.11.25";"6";""
"Autohaus Staudt";"Mi., 19.11.25 08:07";"Mi., 19.11.25";"08:07";"13380-250038008";"Mi., 26.11.25";"5";""
"Hotel Avenue";"Mi., 19.11.25 06:52";"Mi., 19.11.25";"06:52";"13488-250038007";"Do., 20.11.25";"6";""
"Premier Inn Nordost";"Mi., 19.11.25 04:04";"Mi., 19.11.25";"04:04";"11320-250038006";"Mi., 19.11.25";"24";""
"T‘KYO Restaurant";"Mi., 19.11.25 02:14";"Mi., 19.11.25";"02:14";"13017-250038005";"Mi., 19.11.25";"10";""
"Takiro Restaurant";"Di., 18.11.25 23:59";"Di., 18.11.25";"23:59";"13951-250038004";"Mi., 19.11.25";"5";""
"MOGGI Asian Kitchen & Bar GmbH";"Di., 18.11.25 23:43";"Di., 18.11.25";"23:43";"13092-250038003";"Mi., 19.11.25";"16";""
"Napizza Napolenta GbR Nürnberg";"Di., 18.11.25 23:40";"Di., 18.11.25";"23:40";"11204-250038002";"Mi., 19.11.25";"5";""
"Thomas Filmtheater GmbH";"Di., 18.11.25 23:32";"Di., 18.11.25";"23:32";"12969-250038001";"Do., 20.11.25";"1";""
"Gasthaus Albrecht";"Di., 18.11.25 22:10";"Di., 18.11.25";"22:10";"13101-250038000";"Mi., 19.11.25";"1";""
"Gasthaus Albrecht";"Di., 18.11.25 22:06";"Di., 18.11.25";"22:06";"13101-250037999";"Mi., 19.11.25";"8";""
"ZanziBar";"Di., 18.11.25 22:03";"Di., 18.11.25";"22:03";"12323-250037998";"Mi., 19.11.25";"3";""
"CoCo Sushi & Lounge";"Di., 18.11.25 21:52";"Di., 18.11.25";"21:52";"11643-250037997";"Mi., 19.11.25";"16";""
"Aura Schwabach";"Di., 18.11.25 21:44";"Di., 18.11.25";"21:44";"13197-250037996";"Mi., 19.11.25";"4";""
"BurgerBar Kuhmuhne GmbH";"Di., 18.11.25 21:37";"Di., 18.11.25";"21:37";"11360-250037995";"Mi., 19.11.25";"1";""
"Herzglück";"Di., 18.11.25 21:10";"Di., 18.11.25";"21:10";"13051-250037994";"Mi., 19.11.25";"7";""
"Café Pips";"Di., 18.11.25 20:59";"Di., 18.11.25";"20:59";"11934-250037993";"Mi., 19.11.25";"2";""
"Café Pips";"Di., 18.11.25 20:58";"Di., 18.11.25";"20:58";"11934-250037992";"Mi., 19.11.25";"40";""
"Hotel Drei Raben Garni GmbH";"Di., 18.11.25 20:36";"Di., 18.11.25";"20:36";"10513-250037991";"Mi., 19.11.25";"1";""
"Packbuy GbR";"Di., 18.11.25 20:33";"Di., 18.11.25";"20:33";"12701-250037990";"Mi., 19.11.25";"3";""
"Le Kazoku";"Di., 18.11.25 20:32";"Di., 18.11.25";"20:32";"11660-250037989";"Mi., 19.11.25";"14";""
"BurgerBar Kuhmuhne GmbH";"Di., 18.11.25 20:31";"Di., 18.11.25";"20:31";"11360-250037988";"Mi., 19.11.25";"8";""
"Wort & Geist Ausbildungszentrum gGmbH";"Di., 18.11.25 19:47";"Di., 18.11.25";"19:47";"13355-250037987";"Mi., 19.11.25";"2";""
"Il Pomodore Holzofenpizzeria";"Di., 18.11.25 19:47";"Di., 18.11.25";"19:47";"11164-250037986";"Do., 20.11.25";"5";""
"Holy Greek GmbH";"Di., 18.11.25 18:57";"Di., 18.11.25";"18:57";"13660-250037985";"Mi., 19.11.25";"14";""
"Café Prinz";"Di., 18.11.25 18:50";"Di., 18.11.25";"18:50";"10315-250037984";"Mi., 19.11.25";"25";""
"Kater Murr - Café & Kneipe";"Di., 18.11.25 18:16";"Di., 18.11.25";"18:16";"13085-250037983";"Mi., 19.11.25";"15";""
"Barcode Trend GmbH, dieroteBar";"Di., 18.11.25 18:14";"Di., 18.11.25";"18:14";"13180-250037982";"Mi., 19.11.25";"44";""
"Sam ohne Katzen";"Di., 18.11.25 18:02";"Di., 18.11.25";"18:02";"10710-250037981";"Mi., 19.11.25";"1";""
"Commerzbank";"Di., 18.11.25 17:53";"Di., 18.11.25";"17:53";"12425-250037980";"Mi., 19.11.25";"4";""
"Levantine SUAT SEKMEN";"Di., 18.11.25 17:51";"Di., 18.11.25";"17:51";"12048-250037979";"Mi., 19.11.25";"1";""
"Sam ohne Katzen";"Di., 18.11.25 17:43";"Di., 18.11.25";"17:43";"10710-250037978";"Mi., 19.11.25";"18";""
"""Restaurant """"Alte Mälzerei""""""";"Di., 18.11.25 17:41";"Di., 18.11.25";"17:41";"10712-250037977";"Mo., 24.11.25";"22";""
"Tellerrand Gastro GmbH";"Di., 18.11.25 17:28";"Di., 18.11.25";"17:28";"10625-250037976";"Mi., 19.11.25";"1";""
"KORN‘S GmbH";"Di., 18.11.25 17:27";"Di., 18.11.25";"17:27";"13147-250037975";"Mi., 19.11.25";"17";""
"Tellerrand Gastro GmbH";"Di., 18.11.25 17:26";"Di., 18.11.25";"17:26";"10625-250037974";"Mi., 19.11.25";"28";""
"Cucina Italiana";"Di., 18.11.25 17:24";"Di., 18.11.25";"17:24";"12306-250037973";"Mi., 19.11.25";"18";""
"Ristorante Quo Vadis";"Di., 18.11.25 17:22";"Di., 18.11.25";"17:22";"10581-250037972";"Mi., 19.11.25";"10";""
"Süße Freiheit";"Di., 18.11.25 17:07";"Di., 18.11.25";"17:07";"13572-250037971";"Mi., 19.11.25";"12";""
"Mano";"Di., 18.11.25 16:53";"Di., 18.11.25";"16:53";"13503-250037970";"Mi., 19.11.25";"2";""
"ZweiSinn Meiers l Bistro l";"Di., 18.11.25 16:49";"Di., 18.11.25";"16:49";"10138-250037969";"Mi., 19.11.25";"1";""
"Holy Monk";"Di., 18.11.25 16:43";"Di., 18.11.25";"16:43";"10340-250037968";"Mi., 19.11.25";"1";""
"Schuler GmbH";"Di., 18.11.25 16:40";"Di., 18.11.25";"16:40";"11500-250037967";"Do., 20.11.25";"8";""
"Hot Tacos";"Di., 18.11.25 16:23";"Di., 18.11.25";"16:23";"12167-250037966";"Mi., 19.11.25";"17";""
"Akarca Grüne Welt";"Di., 18.11.25 15:46";"Di., 18.11.25";"15:46";"14089-250037965";"Mi., 19.11.25";"1";""
"La Fiesta";"Di., 18.11.25 15:45";"Di., 18.11.25";"15:45";"12468-250037964";"Do., 20.11.25";"1";""
"La Fiesta";"Di., 18.11.25 15:43";"Di., 18.11.25";"15:43";"12468-250037963";"Do., 20.11.25";"24";""
"Kanu Verein Nürnberg e.V.";"Di., 18.11.25 15:31";"Di., 18.11.25";"15:31";"13342-250037962";"Do., 20.11.25";"4";""
"Restaurant Brothers";"Di., 18.11.25 15:24";"Di., 18.11.25";"15:24";"13225-250037961";"Mi., 19.11.25";"4";""
"Brunner & Schmidt Datentechnik GmbH";"Di., 18.11.25 15:11";"Di., 18.11.25";"15:11";"13241-250037960";"Mi., 19.11.25";"7";""
"Donautherme Ingolstadt";"Di., 18.11.25 15:06";"Di., 18.11.25";"15:06";"12364-250037959";"Do., 20.11.25";"7";""
"Bratwurstglöcklein Behringer";"Di., 18.11.25 14:49";"Di., 18.11.25";"14:49";"13108-250037958";"Mi., 19.11.25";"10";""
"Akarca Grüne Welt";"Di., 18.11.25 14:47";"Di., 18.11.25";"14:47";"14089-250037957";"Mi., 19.11.25";"2";""
"General";"Di., 18.11.25 14:43";"Di., 18.11.25";"14:43";"10733-250037956";"Mi., 19.11.25";"6";""
"Lupin";"Di., 18.11.25 14:36";"Di., 18.11.25";"14:36";"13129-250037955";"Mi., 19.11.25";"16";""
"Bündnis 90 Die Grünen";"Di., 18.11.25 14:06";"Di., 18.11.25";"14:06";"13555-250037954";"Do., 20.11.25";"7";""
"Packbuy GbR";"Di., 18.11.25 13:55";"Di., 18.11.25";"13:55";"12701-250037953";"Mi., 19.11.25";"12";""
"Soccer Halle Nürnberg GmbH ( KICKFABRIK )";"Di., 18.11.25 13:51";"Di., 18.11.25";"13:51";"12733-250037952";"Mi., 19.11.25";"3";""
"Haus am See GbR";"Di., 18.11.25 13:47";"Di., 18.11.25";"13:47";"12533-250037951";"Mi., 19.11.25";"9";""
"Mano";"Di., 18.11.25 13:44";"Di., 18.11.25";"13:44";"13503-250037950";"Mi., 19.11.25";"3";""
"Jinh Baiersdorf GmbH";"Di., 18.11.25 13:34";"Di., 18.11.25";"13:34";"13980-250037949";"Mi., 19.11.25";"18";""
"Nachtkind";"Di., 18.11.25 13:32";"Di., 18.11.25";"13:32";"10234-250037948";"Do., 20.11.25";"36";""
"Adina";"Di., 18.11.25 13:17";"Di., 18.11.25";"13:17";"10339-250037947";"Mi., 19.11.25";"1";""
"Evang. Kindergarten am Hasnbuckl";"Di., 18.11.25 13:11";"Di., 18.11.25";"13:11";"12393-250037946";"Mo., 24.11.25";"2";""
"Sparda-Bank Nürnberg eG Filiale Karolinstraße";"Di., 18.11.25 13:10";"Di., 18.11.25";"13:10";"12712-250037945";"Mi., 26.11.25";"5";""
"Adina";"Di., 18.11.25 12:52";"Di., 18.11.25";"12:52";"10339-250037944";"Mi., 19.11.25";"11";""
"Holy Monk";"Di., 18.11.25 12:45";"Di., 18.11.25";"12:45";"10340-250037943";"Mi., 19.11.25";"23";""
"Fantasy Billardcafe";"Di., 18.11.25 12:39";"Di., 18.11.25";"12:39";"13192-250037942";"Mi., 19.11.25";"9";""
"Pascal Kandler";"Di., 18.11.25 12:33";"Di., 18.11.25";"12:33";"13365-250037941";"Mi., 19.11.25";"3";""
"Frankenfarm Direktvermarktungs GmbH";"Di., 18.11.25 12:12";"Di., 18.11.25";"12:12";"13168-250037940";"Do., 27.11.25";"9";""
"Gelbes Haus Oliver Kirschner e.K. (Klingenhofstraße)";"Di., 18.11.25 12:12";"Di., 18.11.25";"12:12";"11971-250037939";"Mo., 24.11.25";"13";""
"N-ERGIE Uhrenhaus";"Di., 18.11.25 12:07";"Di., 18.11.25";"12:07";"11575-250037938";"Mi., 19.11.25";"9";""
"Zeitungscafé";"Di., 18.11.25 12:03";"Di., 18.11.25";"12:03";"13107-250037937";"Mi., 19.11.25";"10";""
"Gelbes Haus Oliver Kirschner e.K. (Klingenhofstraße)";"Di., 18.11.25 11:59";"Di., 18.11.25";"11:59";"11971-250037936";"Mi., 19.11.25";"27";""
"Menig Optik";"Di., 18.11.25 11:58";"Di., 18.11.25";"11:58";"13819-250037935";"Mi., 19.11.25";"4";""
"Mennig, Wisniewski & Konrad 970 GbR";"Di., 18.11.25 11:51";"Di., 18.11.25";"11:51";"12677-250037934";"Do., 20.11.25";"17";""
"ActionPark Nürnberg";"Di., 18.11.25 11:51";"Di., 18.11.25";"11:51";"13154-250037933";"Mi., 19.11.25";"10";""
"EBV Elektronik GmbH & Co. KG";"Di., 18.11.25 11:51";"Di., 18.11.25";"11:51";"11202-250037932";"Di., 25.11.25";"10";""
"Salz + Pfeffer - Cafe im Theater";"Di., 18.11.25 11:34";"Di., 18.11.25";"11:34";"13485-250037931";"Do., 20.11.25";"14";""
"Food and Work GmbH  (Season Cafe)";"Di., 18.11.25 11:33";"Di., 18.11.25";"11:33";"12977-250037930";"Mi., 19.11.25";"15";""
"Café Pforte";"Di., 18.11.25 11:20";"Di., 18.11.25";"11:20";"13258-250037929";"Do., 20.11.25";"28";""
"Bäckerei Pillipp KG";"Di., 18.11.25 11:20";"Di., 18.11.25";"11:20";"11144-250037928";"Mi., 19.11.25";"8";""
"Kleine Pause Forchheim";"Di., 18.11.25 11:03";"Di., 18.11.25";"11:03";"10634-250037927";"Mi., 19.11.25";"7";""
"hbc - Hofbeck, Buchner &";"Di., 18.11.25 10:51";"Di., 18.11.25";"10:51";"10862-250037926";"Mi., 19.11.25";"3";""
"Theater Mummpitz e.V.";"Di., 18.11.25 10:38";"Di., 18.11.25";"10:38";"13887-250037925";"Mi., 19.11.25";"2";""
"Mahlzahn / Theater Mummpitz e. V.";"Di., 18.11.25 10:37";"Di., 18.11.25";"10:37";"13272-250037924";"Mi., 19.11.25";"12";""
"KORN‘S GmbH";"Di., 18.11.25 10:00";"Di., 18.11.25";"10:00";"13147-250037923";"Mi., 19.11.25";"5";""
"Fun Of Europe Handels GmbH";"Di., 18.11.25 09:43";"Di., 18.11.25";"09:43";"12041-250037922";"Do., 20.11.25";"4";""
"Litzbarski Gastronomiebetriebe GmbH";"Di., 18.11.25 09:40";"Di., 18.11.25";"09:40";"13992-250037921";"Mi., 19.11.25";"9";""
"Hugo Gastronomie - Café & Bar";"Di., 18.11.25 09:13";"Di., 18.11.25";"09:13";"10005-250037920";"Mi., 19.11.25";"6";""
"Hans Wagner GmbH";"Di., 18.11.25 08:41";"Di., 18.11.25";"08:41";"13370-250037919";"Di., 25.11.25";"6";""
"Bäcker Feihl - Neuburger Straße";"Di., 18.11.25 08:40";"Di., 18.11.25";"08:40";"13770-250037918";"Do., 20.11.25";"3";""
"Bäckerei Feihl - Filiale Pölling";"Di., 18.11.25 08:38";"Di., 18.11.25";"08:38";"13758-250037917";"Do., 20.11.25";"9";""
"Bäcker Feihl - Thüringer Straße";"Di., 18.11.25 08:36";"Di., 18.11.25";"08:36";"13763-250037916";"Do., 20.11.25";"13";""
"Ferngas Service & Management GmbH & Co. KG";"Di., 18.11.25 08:33";"Di., 18.11.25";"08:33";"12234-250037915";"Mi., 26.11.25";"7";""
"ssp architekten PartGmbB";"Di., 18.11.25 08:31";"Di., 18.11.25";"08:31";"12937-250037914";"Mi., 19.11.25";"3";""
"Autohaus Fröhlich GmbH";"Di., 18.11.25 08:31";"Di., 18.11.25";"08:31";"11911-250037914";"Mi., 19.11.25";"6";""
"Emerson Renaldi";"Di., 18.11.25 08:25";"Di., 18.11.25";"08:25";"10142-250037913";"Mi., 19.11.25";"1";""
"NextDoor CoffeeClub e. K.";"Di., 18.11.25 08:11";"Di., 18.11.25";"08:11";"12960-250037912";"Mi., 19.11.25";"13";""
"Bäcker Feihl - Hans-Vogel-Straße";"Di., 18.11.25 07:56";"Di., 18.11.25";"07:56";"13801-250037911";"Mi., 19.11.25";"7";""
"Bäcker Feihl - Neumarkter Straße";"Di., 18.11.25 06:01";"Di., 18.11.25";"06:01";"13793-250037910";"Do., 20.11.25";"10";""
"Bar Saigon";"Di., 18.11.25 04:35";"Di., 18.11.25";"04:35";"10041-250037909";"Di., 18.11.25";"28";""
"El Paso";"Di., 18.11.25 02:02";"Di., 18.11.25";"02:02";"10311-250037908";"Mi., 19.11.25";"16";""
"CoDung Restaurant";"Mo., 17.11.25 23:16";"Mo., 17.11.25";"23:16";"11895-250037907";"Di., 18.11.25";"10";""
"Presente";"Mo., 17.11.25 23:15";"Mo., 17.11.25";"23:15";"12128-250037906";"Di., 18.11.25";"31";""
"Restaurant ComPho 1966";"Mo., 17.11.25 23:06";"Mo., 17.11.25";"23:06";"11896-250037905";"Di., 18.11.25";"11";""
"Zucchero";"Mo., 17.11.25 22:07";"Mo., 17.11.25";"22:07";"13157-250037904";"Di., 18.11.25";"3";""
"La Delizia";"Mo., 17.11.25 21:51";"Mo., 17.11.25";"21:51";"13074-250037903";"Di., 18.11.25";"7";""
"A.L.W GmbH & Co. KG (Al Forno)";"Mo., 17.11.25 21:49";"Mo., 17.11.25";"21:49";"11419-250037902";"Mi., 19.11.25";"17";""
"Nguyen & Pham GbR";"Mo., 17.11.25 21:47";"Mo., 17.11.25";"21:47";"10033-250037901";"Mi., 19.11.25";"11";""
"dasPaul Restaurant & Hotel";"Mo., 17.11.25 21:43";"Mo., 17.11.25";"21:43";"10134-250037900";"Di., 18.11.25";"1";""
"Cosy Fine Asian Cuisine & Sushi Bar";"Mo., 17.11.25 21:31";"Mo., 17.11.25";"21:31";"12103-250037899";"Mi., 19.11.25";"12";""
"Wagaya";"Mo., 17.11.25 21:17";"Mo., 17.11.25";"21:17";"13916-250037898";"Do., 20.11.25";"8";""
"KOKORO";"Mo., 17.11.25 21:03";"Mo., 17.11.25";"21:03";"10278-250037897";"Di., 18.11.25";"21";""
"Essentials Café";"Mo., 17.11.25 20:48";"Mo., 17.11.25";"20:48";"13895-250037896";"Di., 18.11.25";"5";""
"Spielodrom Casino Gaming GmbH";"Mo., 17.11.25 20:40";"Mo., 17.11.25";"20:40";"11699-250037895";"Do., 20.11.25";"5";""
"Flair Ingolstadt";"Mo., 17.11.25 20:35";"Mo., 17.11.25";"20:35";"12725-250037894";"Di., 18.11.25";"15";""
"Ristorante L‘Amore da Massimo";"Mo., 17.11.25 20:34";"Mo., 17.11.25";"20:34";"12384-250037893";"Di., 18.11.25";"9";""
"Spacepub e. V. St. Peter Studentenwohnheim";"Mo., 17.11.25 19:20";"Mo., 17.11.25";"19:20";"12270-250037892";"Di., 18.11.25";"12";""
"dasPaul Restaurant & Hotel";"Mo., 17.11.25 18:45";"Mo., 17.11.25";"18:45";"10134-250037891";"Di., 18.11.25";"49";""
"New Force";"Mo., 17.11.25 18:36";"Mo., 17.11.25";"18:36";"13384-250037890";"Di., 18.11.25";"10";""
"Tante Betty GbR";"Mo., 17.11.25 18:32";"Mo., 17.11.25";"18:32";"13377-250037889";"Di., 18.11.25";"9";""
"Papa Joe's GmbH";"Mo., 17.11.25 18:27";"Mo., 17.11.25";"18:27";"13024-250037888";"Di., 18.11.25";"14";""
"The Hummus Connection";"Mo., 17.11.25 18:25";"Mo., 17.11.25";"18:25";"12572-250037887";"Di., 18.11.25";"13";""
"Locanda Erlangen GmbH";"Mo., 17.11.25 17:57";"Mo., 17.11.25";"17:57";"11517-250037886";"Di., 18.11.25";"10";""
"Gemein und Gefährlich eGbR";"Mo., 17.11.25 17:56";"Mo., 17.11.25";"17:56";"13164-250037885";"Di., 18.11.25";"9";""
"Babylon Kino am Stadtpark";"Mo., 17.11.25 17:39";"Mo., 17.11.25";"17:39";"13287-250037884";"Do., 20.11.25";"18";""
"Enchilada Nürnberg GmbH";"Mo., 17.11.25 17:33";"Mo., 17.11.25";"17:33";"12402-250037883";"Fr., 21.11.25";"9";""
"Freiwillige Feuerwehr Schwaig";"Mo., 17.11.25 17:23";"Mo., 17.11.25";"17:23";"12253-250037882";"Di., 25.11.25";"10";""
"Boom Lounge";"Mo., 17.11.25 16:51";"Mo., 17.11.25";"16:51";"11562-250037881";"Di., 18.11.25";"18";""
"uniVersa Service Center Rothe und Kollegen";"Mo., 17.11.25 16:41";"Mo., 17.11.25";"16:41";"12976-250037880";"Di., 18.11.25";"4";""
"Studio Diskothekenbetriebs GmbH - Bad Habit Club";"Mo., 17.11.25 16:16";"Mo., 17.11.25";"16:16";"13986-250037879";"Do., 20.11.25";"8";""
"Lighthouse GmbH";"Mo., 17.11.25 15:46";"Mo., 17.11.25";"15:46";"13206-250037878";"Mi., 19.11.25";"15";""
"Achilleus Men's Spa & Sauna";"Mo., 17.11.25 15:43";"Mo., 17.11.25";"15:43";"10235-250037877";"Do., 20.11.25";"21";""
"Only";"Mo., 17.11.25 15:33";"Mo., 17.11.25";"15:33";"10642-250037876";"Di., 18.11.25";"30";""
"Boulderhalle E4 GmbH & Co. KG";"Mo., 17.11.25 15:17";"Mo., 17.11.25";"15:17";"13386-250037875";"Di., 18.11.25";"14";""
"Frankenalb Therme Hersbruck Personal";"Mo., 17.11.25 15:06";"Mo., 17.11.25";"15:06";"12945-250037874";"Mi., 19.11.25";"4";""
"Frankenalb Therme Hersbruck Therme";"Mo., 17.11.25 15:04";"Mo., 17.11.25";"15:04";"12947-250037873";"Mi., 19.11.25";"14";""
"Lübbis Essen & Trinken c/o Gutlands";"Mo., 17.11.25 14:49";"Mo., 17.11.25";"14:49";"14040-250037872";"Mi., 19.11.25";"13";""
"Thomas Filmtheater GmbH";"Mo., 17.11.25 14:42";"Mo., 17.11.25";"14:42";"12969-250037871";"Do., 20.11.25";"25";""
"WonderWaffel Nürnberg";"Mo., 17.11.25 14:40";"Mo., 17.11.25";"14:40";"10329-250037870";"Di., 18.11.25";"10";""
"Einzimmer GmbH";"Mo., 17.11.25 14:22";"Mo., 17.11.25";"14:22";"14076-250037869";"Di., 18.11.25";"6";""
"Kulturverein rote Bühne e. V.";"Mo., 17.11.25 14:20";"Mo., 17.11.25";"14:20";"10599-250037868";"Mi., 19.11.25";"17";""
"Kloster";"Mo., 17.11.25 14:10";"Mo., 17.11.25";"14:10";"10074-250037867";"Di., 18.11.25";"23";""
"Gastro Service West GmbH";"Mo., 17.11.25 14:09";"Mo., 17.11.25";"14:09";"12379-250037866";"Di., 18.11.25";"6";""
"Arsch & Friedrich - Nill & Rachele GbR";"Mo., 17.11.25 14:08";"Mo., 17.11.25";"14:08";"13374-250037865";"Di., 18.11.25";"13";""
"PPN GmbH / Restaurant NIKU";"Mo., 17.11.25 13:58";"Mo., 17.11.25";"13:58";"13171-250037864";"Di., 18.11.25";"19";""
"Hochschule TH Georg Simon Ohm";"Mo., 17.11.25 13:53";"Mo., 17.11.25";"13:53";"13046-250037863";"Mi., 19.11.25";"4";""
"Bäcker Feihl - Bregenzer Straße";"Mo., 17.11.25 13:46";"Mo., 17.11.25";"13:46";"13798-250037862";"Di., 18.11.25";"6";""
